COMBAT_ID_Time,pseudobulk,variable,value
S00034-Ja005,B.MEM,IGHA2,0.21782178217821782
S00034-Ja005,PB,IGHA2,0.015384615384615385
S00037-Ja003,B.NAIVE,IGHA2,0
S00037-Ja003,B.INT,IGHA2,0
S00037-Ja003,B.MEM,IGHA2,0.14285714285714285
S00037-Ja003,PB,IGHA2,0
S00040-Ja005,B.NAIVE,IGHA2,0
S00040-Ja005,B.INT,IGHA2,0.027777777777777776
S00040-Ja005,B.MEM,IGHA2,0.06918238993710692
S00040-Ja005,PB,IGHA2,0.0673076923076923
S00041-Ja001,B.NAIVE,IGHA2,0
S00041-Ja001,B.INT,IGHA2,0
S00041-Ja001,B.MEM,IGHA2,0.012145748987854251
S00041-Ja001,PB,IGHA2,0.023809523809523808
S00042-Ja001,B.NAIVE,IGHA2,0
S00042-Ja001,B.INT,IGHA2,0
S00042-Ja001,B.MEM,IGHA2,0.0990990990990991
S00042-Ja001,PB,IGHA2,0.012422360248447204
S00043-Ja005,B.NAIVE,IGHA2,0
S00043-Ja005,B.INT,IGHA2,0
S00043-Ja005,B.MEM,IGHA2,0.07692307692307693
S00043-Ja005,PB,IGHA2,0.029850746268656716
S00045-Ja001,B.NAIVE,IGHA2,0
S00045-Ja001,B.INT,IGHA2,0.009259259259259259
S00045-Ja001,B.MEM,IGHA2,0.05454545454545454
S00045-Ja001,PB,IGHA2,0.2962962962962963
S00048-Ja003,B.NAIVE,IGHA2,0
S00048-Ja003,B.INT,IGHA2,0
S00048-Ja003,B.MEM,IGHA2,0.075
S00048-Ja003,PB,IGHA2,0.09090909090909091
S00050-Ja001,B.NAIVE,IGHA2,0
S00050-Ja001,B.INT,IGHA2,0
S00050-Ja001,B.MEM,IGHA2,0.04
S00050-Ja001,PB,IGHA2,0.019867549668874173
S00052-Ja005,B.NAIVE,IGHA2,0
S00052-Ja005,B.INT,IGHA2,0
S00052-Ja005,B.MEM,IGHA2,0.09523809523809523
S00052-Ja005,PB,IGHA2,0.03488372093023256
S00053-Ja003,B.NAIVE,IGHA2,0
S00053-Ja003,B.INT,IGHA2,0
S00053-Ja003,B.MEM,IGHA2,0.07407407407407407
S00053-Ja003,PB,IGHA2,0.04819277108433735
S00054-Ja001,B.NAIVE,IGHA2,0
S00054-Ja001,B.INT,IGHA2,0
S00054-Ja001,B.MEM,IGHA2,0
S00054-Ja001,PB,IGHA2,0.11428571428571428
S00056-Ja003,B.NAIVE,IGHA2,0
S00056-Ja003,B.INT,IGHA2,0
S00056-Ja003,B.MEM,IGHA2,0.08823529411764706
S00056-Ja003,PB,IGHA2,0.023255813953488372
S00057-Ja003,B.NAIVE,IGHA2,0
S00057-Ja003,B.INT,IGHA2,0
S00057-Ja003,B.MEM,IGHA2,0.03389830508474576
S00057-Ja003,PB,IGHA2,0.017241379310344827
S00058-Ja003,B.NAIVE,IGHA2,0
S00058-Ja003,B.INT,IGHA2,0
S00058-Ja003,B.MEM,IGHA2,0
S00058-Ja003,PB,IGHA2,0.19047619047619047
S00059-Ja001,B.NAIVE,IGHA2,0
S00059-Ja001,B.INT,IGHA2,0
S00059-Ja001,B.MEM,IGHA2,0.12
S00059-Ja001,PB,IGHA2,0.12727272727272726
S00060-Ja005,B.NAIVE,IGHA2,0
S00060-Ja005,B.INT,IGHA2,0
S00060-Ja005,B.MEM,IGHA2,0.06666666666666667
S00060-Ja005,PB,IGHA2,0.01675977653631285
S00061-Ja003,B.NAIVE,IGHA2,0
S00061-Ja003,B.INT,IGHA2,0
S00061-Ja003,B.MEM,IGHA2,0.05263157894736842
S00061-Ja003,PB,IGHA2,0
S00063-Ja003,B.NAIVE,IGHA2,0
S00063-Ja003,B.INT,IGHA2,0
S00063-Ja003,B.MEM,IGHA2,0.19230769230769232
S00063-Ja003,PB,IGHA2,0.13793103448275862
S00064-Ja005,B.NAIVE,IGHA2,0
S00064-Ja005,B.INT,IGHA2,0
S00064-Ja005,B.MEM,IGHA2,0.09230769230769231
S00064-Ja005,PB,IGHA2,0.01904761904761905
S00065-Ja003,B.NAIVE,IGHA2,0
S00065-Ja003,B.INT,IGHA2,0
S00065-Ja003,B.MEM,IGHA2,0.07142857142857142
S00065-Ja003,PB,IGHA2,0.11764705882352941
S00067-Ja001,B.NAIVE,IGHA2,0
S00067-Ja001,B.INT,IGHA2,0
S00067-Ja001,B.MEM,IGHA2,0.125
S00067-Ja001,PB,IGHA2,0.017543859649122806
S00068-Ja005,B.NAIVE,IGHA2,0
S00068-Ja005,B.INT,IGHA2,0
S00068-Ja005,B.MEM,IGHA2,0.03225806451612903
S00068-Ja005,PB,IGHA2,0.011299435028248588
S00069-Ja005,B.NAIVE,IGHA2,0
S00069-Ja005,B.INT,IGHA2,0
S00069-Ja005,B.MEM,IGHA2,0.1
S00069-Ja005,PB,IGHA2,0
S00076-Ja001,B.NAIVE,IGHA2,0
S00076-Ja001,B.INT,IGHA2,0
S00076-Ja001,B.MEM,IGHA2,0.125
S00076-Ja001,PB,IGHA2,0
S00077-Ja005,B.NAIVE,IGHA2,0
S00077-Ja005,B.INT,IGHA2,0
S00077-Ja005,B.MEM,IGHA2,0.625
S00077-Ja005,PB,IGHA2,0.2037037037037037
S00078-Ja003,B.NAIVE,IGHA2,0
S00078-Ja003,B.INT,IGHA2,0
S00078-Ja003,B.MEM,IGHA2,0.33707865168539325
S00078-Ja003,PB,IGHA2,0.04938271604938271
S00094-Ja005,B.NAIVE,IGHA2,0
S00094-Ja005,B.INT,IGHA2,0
S00094-Ja005,B.MEM,IGHA2,0.1111111111111111
S00094-Ja005,PB,IGHA2,0.2391304347826087
S00095-Ja005,B.NAIVE,IGHA2,0
S00095-Ja005,B.INT,IGHA2,0
S00095-Ja005,B.MEM,IGHA2,0.0196078431372549
S00095-Ja005,PB,IGHA2,0.12121212121212122
S00099-Ja005,B.NAIVE,IGHA2,0
S00099-Ja005,B.INT,IGHA2,0
S00099-Ja005,B.MEM,IGHA2,0
S00099-Ja005,PB,IGHA2,0
S00104-Ja003,B.NAIVE,IGHA2,0
S00104-Ja003,B.INT,IGHA2,0
S00104-Ja003,B.MEM,IGHA2,0.0625
S00104-Ja003,PB,IGHA2,0
S00106-Ja003,B.NAIVE,IGHA2,0
S00106-Ja003,B.INT,IGHA2,0
S00106-Ja003,B.MEM,IGHA2,0.2
S00106-Ja003,PB,IGHA2,0.058823529411764705
S00109-Ja005,B.NAIVE,IGHA2,0
S00109-Ja005,B.INT,IGHA2,0
S00109-Ja005,B.MEM,IGHA2,0.07246376811594203
S00109-Ja005,PB,IGHA2,0
S00112-Ja003,B.NAIVE,IGHA2,0
S00112-Ja003,B.INT,IGHA2,0
S00112-Ja003,B.MEM,IGHA2,0.09183673469387756
S00112-Ja003,PB,IGHA2,0.009852216748768473
S00113-Ja005,B.NAIVE,IGHA2,0
S00113-Ja005,B.INT,IGHA2,0
S00113-Ja005,B.MEM,IGHA2,0.25925925925925924
S00113-Ja005,PB,IGHA2,0
S00114-Ja003,B.NAIVE,IGHA2,0
S00114-Ja003,B.INT,IGHA2,0.058823529411764705
S00114-Ja003,B.MEM,IGHA2,0.1111111111111111
S00114-Ja003,PB,IGHA2,0.20930232558139536
S00124-Ja005,B.NAIVE,IGHA2,0
S00124-Ja005,B.INT,IGHA2,0
S00124-Ja005,B.MEM,IGHA2,0.07142857142857142
S00124-Ja005,PB,IGHA2,0.05263157894736842
S00126-Ja003,B.NAIVE,IGHA2,0
S00126-Ja003,B.INT,IGHA2,0
S00126-Ja003,B.MEM,IGHA2,0.29411764705882354
S00126-Ja003,PB,IGHA2,0.15060240963855423
S00134-Ja003,B.NAIVE,IGHA2,0
S00134-Ja003,B.INT,IGHA2,0
S00134-Ja003,B.MEM,IGHA2,0.11538461538461539
S00134-Ja003,PB,IGHA2,0.008064516129032258
S00148-Ja003,B.NAIVE,IGHA2,0
S00148-Ja003,B.INT,IGHA2,0
S00148-Ja003,B.MEM,IGHA2,0.012345679012345678
S00148-Ja003,PB,IGHA2,0.009009009009009009
G05061-Ja005,B.NAIVE,IGHD,0.14838709677419354
G05061-Ja005,B.INT,IGHD,0.16091954022988506
G05061-Ja005,B.MEM,IGHD,0.03389830508474576
G05061-Ja005,PB,IGHD,0
G05064-Ja005,B.NAIVE,IGHD,0.30864197530864196
G05064-Ja005,B.INT,IGHD,0.09615384615384616
G05064-Ja005,B.MEM,IGHD,0.034482758620689655
G05064-Ja005,PB,IGHD,0
G05073-Ja005,B.NAIVE,IGHD,0.09090909090909091
G05073-Ja005,B.INT,IGHD,0.09821428571428571
G05073-Ja005,B.MEM,IGHD,0.055944055944055944
G05073-Ja005,PB,IGHD,0
G05077-Ja005,B.NAIVE,IGHD,0.24183006535947713
G05077-Ja005,B.INT,IGHD,0.14893617021276595
G05077-Ja005,B.MEM,IGHD,0
G05077-Ja005,PB,IGHD,0
G05078-Ja005,B.NAIVE,IGHD,0.15789473684210525
G05078-Ja005,B.INT,IGHD,0.14545454545454545
G05078-Ja005,B.MEM,IGHD,0.09090909090909091
G05078-Ja005,PB,IGHD,0
G05097-Ja005,B.NAIVE,IGHD,0.22941176470588234
G05097-Ja005,B.INT,IGHD,0.11650485436893204
G05097-Ja005,B.MEM,IGHD,0
G05097-Ja005,PB,IGHD,0
G05105-Ja005,B.NAIVE,IGHD,0.19767441860465115
G05105-Ja005,B.INT,IGHD,0.07407407407407407
G05105-Ja005,B.MEM,IGHD,0.06896551724137931
G05105-Ja005,PB,IGHD,0
G05112-Ja005,B.NAIVE,IGHD,0.2185430463576159
G05112-Ja005,B.INT,IGHD,0.08823529411764706
G05112-Ja005,B.MEM,IGHD,0.024390243902439025
G05112-Ja005,PB,IGHD,0
G05145-Ja005,B.NAIVE,IGHD,0.2
G05145-Ja005,B.INT,IGHD,0.10344827586206896
G05145-Ja005,B.MEM,IGHD,0
G05145-Ja005,PB,IGHD,0
G05153-Ja005,B.NAIVE,IGHD,0.18032786885245902
G05153-Ja005,B.INT,IGHD,0.13043478260869565
G05153-Ja005,B.MEM,IGHD,0
G05153-Ja005,PB,IGHD,0
G05164-Ja005,B.NAIVE,IGHD,0.3037974683544304
G05164-Ja005,B.INT,IGHD,0.08571428571428572
G05164-Ja005,B.MEM,IGHD,0.05263157894736842
G05164-Ja005,PB,IGHD,0
G05171-Ja005,B.NAIVE,IGHD,0.16744186046511628
G05171-Ja005,B.INT,IGHD,0.06557377049180328
G05171-Ja005,B.MEM,IGHD,0
G05171-Ja005,PB,IGHD,0
H00049-Ha001,B.NAIVE,IGHD,0.2440944881889764
H00049-Ha001,B.INT,IGHD,0.08433734939759036
H00049-Ha001,B.MEM,IGHD,0.027522935779816515
H00049-Ha001,PB,IGHD,0
H00052-Ha001,B.NAIVE,IGHD,0.3
H00052-Ha001,B.INT,IGHD,0.015151515151515152
H00052-Ha001,B.MEM,IGHD,0.018518518518518517
H00052-Ha001,PB,IGHD,0
H00053-Ha001,B.NAIVE,IGHD,0.16494845360824742
H00053-Ha001,B.INT,IGHD,0.045454545454545456
H00053-Ha001,B.MEM,IGHD,0.05063291139240506
H00053-Ha001,PB,IGHD,0.05555555555555555
H00054-Ha001,B.NAIVE,IGHD,0.5060240963855421
H00054-Ha001,B.INT,IGHD,0.13872832369942195
H00054-Ha001,B.MEM,IGHD,0.051094890510948905
H00054-Ha001,PB,IGHD,0
H00058-Ha001,B.NAIVE,IGHD,0.17525773195876287
H00058-Ha001,B.INT,IGHD,0.0916030534351145
H00058-Ha001,B.MEM,IGHD,0.038461538461538464
H00058-Ha001,PB,IGHD,0
H00064-Ha001,B.NAIVE,IGHD,0.2222222222222222
H00064-Ha001,B.INT,IGHD,0.06
H00064-Ha001,B.MEM,IGHD,0.02631578947368421
H00064-Ha001,PB,IGHD,0.037037037037037035
H00067-Ha001,B.NAIVE,IGHD,0.20408163265306123
H00067-Ha001,B.INT,IGHD,0.18085106382978725
H00067-Ha001,B.MEM,IGHD,0.0196078431372549
H00067-Ha001,PB,IGHD,0
H00070-Ha001,B.NAIVE,IGHD,0.15789473684210525
H00070-Ha001,B.INT,IGHD,0.022727272727272728
H00070-Ha001,B.MEM,IGHD,0.03225806451612903
H00070-Ha001,PB,IGHD,0
H00072-Ha001,B.NAIVE,IGHD,0.17073170731707318
H00072-Ha001,B.INT,IGHD,0.1875
H00072-Ha001,B.MEM,IGHD,0.045454545454545456
H00072-Ha001,PB,IGHD,0
H00085-Ha001,B.NAIVE,IGHD,0.18382352941176472
H00085-Ha001,B.INT,IGHD,0.07407407407407407
H00085-Ha001,B.MEM,IGHD,0.02702702702702703
H00085-Ha001,PB,IGHD,0
N00006-Ja003,B.NAIVE,IGHD,0.13043478260869565
N00006-Ja003,B.INT,IGHD,0
N00006-Ja003,B.MEM,IGHD,0.05
N00006-Ja003,PB,IGHD,0
N00007-Ja003,B.NAIVE,IGHD,0.11307420494699646
N00007-Ja003,B.INT,IGHD,0.09734513274336283
N00007-Ja003,B.MEM,IGHD,0.0392156862745098
N00007-Ja003,PB,IGHD,0
N00012-Ja003,B.NAIVE,IGHD,0.16666666666666666
N00012-Ja003,B.INT,IGHD,0
N00012-Ja003,B.MEM,IGHD,0.10526315789473684
N00012-Ja003,PB,IGHD,0.07894736842105263
N00017-Ja003,B.NAIVE,IGHD,0.2647058823529412
N00017-Ja003,B.INT,IGHD,0.2222222222222222
N00017-Ja003,B.MEM,IGHD,0.14285714285714285
N00017-Ja003,PB,IGHD,0
N00021-Ja001,B.NAIVE,IGHD,0.21818181818181817
N00021-Ja001,B.INT,IGHD,0.06666666666666667
N00021-Ja001,B.MEM,IGHD,0.07871720116618076
N00021-Ja001,PB,IGHD,0
N00024-Ja001,B.NAIVE,IGHD,0.23214285714285715
N00024-Ja001,B.INT,IGHD,0.4
N00024-Ja001,B.MEM,IGHD,0
N00024-Ja001,PB,IGHD,0
N00025-Ja001,B.NAIVE,IGHD,0.19230769230769232
N00025-Ja001,B.INT,IGHD,0.2
N00025-Ja001,B.MEM,IGHD,0
N00025-Ja001,PB,IGHD,0
N00028-Ja001,B.NAIVE,IGHD,0.27184466019417475
N00028-Ja001,B.INT,IGHD,0.11695906432748537
N00028-Ja001,B.MEM,IGHD,0.023728813559322035
N00028-Ja001,PB,IGHD,0.037037037037037035
N00032-Ja001,B.NAIVE,IGHD,0.09163346613545817
N00032-Ja001,B.INT,IGHD,0.018575851393188854
N00032-Ja001,B.MEM,IGHD,0.034482758620689655
N00032-Ja001,PB,IGHD,0.08823529411764706
N00033-Ja001,B.NAIVE,IGHD,0.19895287958115182
N00033-Ja001,B.INT,IGHD,0.15555555555555556
N00033-Ja001,B.MEM,IGHD,0.016666666666666666
N00033-Ja001,PB,IGHD,0
N00038-Ja001,B.NAIVE,IGHD,0.22033898305084745
N00038-Ja001,B.INT,IGHD,0.12121212121212122
N00038-Ja001,B.MEM,IGHD,0
N00038-Ja001,PB,IGHD,0
N00047-Ja005,B.NAIVE,IGHD,0.25
N00047-Ja005,B.INT,IGHD,0
N00047-Ja005,B.MEM,IGHD,0
N00047-Ja005,PB,IGHD,0.015151515151515152
N00049-Ja005,B.NAIVE,IGHD,0.09090909090909091
N00049-Ja005,B.INT,IGHD,0
N00049-Ja005,B.MEM,IGHD,0
N00049-Ja005,PB,IGHD,0
N00050-Ja001,B.NAIVE,IGHD,0.2222222222222222
N00050-Ja001,B.INT,IGHD,0.125
N00050-Ja001,B.MEM,IGHD,0
N00050-Ja001,PB,IGHD,0
S00002-Ja001,B.NAIVE,IGHD,0.23484848484848486
S00002-Ja001,B.INT,IGHD,0.09523809523809523
S00002-Ja001,B.MEM,IGHD,0.09090909090909091
S00002-Ja001,PB,IGHD,0
S00005-Ja005,B.NAIVE,IGHD,0.21929824561403508
S00005-Ja005,B.INT,IGHD,0.12698412698412698
S00005-Ja005,B.MEM,IGHD,0.03076923076923077
S00005-Ja005,PB,IGHD,0.01818181818181818
S00006-Ja005,B.NAIVE,IGHD,0.1686182669789227
S00006-Ja005,B.INT,IGHD,0.12
S00006-Ja005,B.MEM,IGHD,0.07352941176470588
S00006-Ja005,PB,IGHD,0.02631578947368421
S00007-Ja003,B.NAIVE,IGHD,0.15555555555555556
S00007-Ja003,B.INT,IGHD,0.14814814814814814
S00007-Ja003,B.MEM,IGHD,0
S00007-Ja003,PB,IGHD,0
S00008-Ja003,B.NAIVE,IGHD,0.11475409836065574
S00008-Ja003,B.INT,IGHD,0.045454545454545456
S00008-Ja003,B.MEM,IGHD,0
S00008-Ja003,PB,IGHD,0
S00016-Ja001,B.NAIVE,IGHD,0.24074074074074073
S00016-Ja001,B.INT,IGHD,0.1111111111111111
S00016-Ja001,B.MEM,IGHD,0.047619047619047616
S00016-Ja001,PB,IGHD,0.0625
S00020-Ja003,B.NAIVE,IGHD,0.13157894736842105
S00020-Ja003,B.INT,IGHD,0.058823529411764705
S00020-Ja003,B.MEM,IGHD,0.016129032258064516
S00020-Ja003,PB,IGHD,0
S00024-Ja003,B.NAIVE,IGHD,0.2413793103448276
S00024-Ja003,B.INT,IGHD,0.045454545454545456
S00024-Ja003,B.MEM,IGHD,0
S00024-Ja003,PB,IGHD,0.023529411764705882
S00027-Ja003,B.NAIVE,IGHD,0.19047619047619047
S00027-Ja003,B.INT,IGHD,0.008210180623973728
S00027-Ja003,B.MEM,IGHD,0.0070921985815602835
S00027-Ja003,PB,IGHD,0
S00028-Ja001,B.NAIVE,IGHD,0.15315315315315314
S00028-Ja001,B.INT,IGHD,0.014705882352941176
S00028-Ja001,B.MEM,IGHD,0
S00028-Ja001,PB,IGHD,0
S00034-Ja005,B.NAIVE,IGHD,0.2125
S00034-Ja005,B.INT,IGHD,0.10909090909090909
S00034-Ja005,B.MEM,IGHD,0
S00034-Ja005,PB,IGHD,0
S00037-Ja003,B.NAIVE,IGHD,0.07534246575342465
S00037-Ja003,B.INT,IGHD,0.11320754716981132
S00037-Ja003,B.MEM,IGHD,0
S00037-Ja003,PB,IGHD,0.03571428571428571
S00040-Ja005,B.NAIVE,IGHD,0.1963470319634703
S00040-Ja005,B.INT,IGHD,0.06666666666666667
S00040-Ja005,B.MEM,IGHD,0.031446540880503145
S00040-Ja005,PB,IGHD,0
S00041-Ja001,B.NAIVE,IGHD,0.09259259259259259
S00041-Ja001,B.INT,IGHD,0.05714285714285714
S00041-Ja001,B.MEM,IGHD,0.032388663967611336
S00041-Ja001,PB,IGHD,0.047619047619047616
S00042-Ja001,B.NAIVE,IGHD,0.08695652173913043
S00042-Ja001,B.INT,IGHD,0.0684931506849315
S00042-Ja001,B.MEM,IGHD,0.009009009009009009
S00042-Ja001,PB,IGHD,0
S00043-Ja005,B.NAIVE,IGHD,0.17557251908396945
S00043-Ja005,B.INT,IGHD,0.12857142857142856
S00043-Ja005,B.MEM,IGHD,0.05128205128205128
S00043-Ja005,PB,IGHD,0.05970149253731343
S00045-Ja001,B.NAIVE,IGHD,0.0945945945945946
S00045-Ja001,B.INT,IGHD,0.037037037037037035
S00045-Ja001,B.MEM,IGHD,0.00909090909090909
S00045-Ja001,PB,IGHD,0
S00048-Ja003,B.NAIVE,IGHD,0.2109090909090909
S00048-Ja003,B.INT,IGHD,0.08860759493670886
S00048-Ja003,B.MEM,IGHD,0
S00048-Ja003,PB,IGHD,0
S00050-Ja001,B.NAIVE,IGHD,0.1076923076923077
S00050-Ja001,B.INT,IGHD,0.043478260869565216
S00050-Ja001,B.MEM,IGHD,0
S00050-Ja001,PB,IGHD,0.006622516556291391
S00052-Ja005,B.NAIVE,IGHD,0.20727580372250423
S00052-Ja005,B.INT,IGHD,0.16581632653061223
S00052-Ja005,B.MEM,IGHD,0.047619047619047616
S00052-Ja005,PB,IGHD,0.06976744186046512
S00053-Ja003,B.NAIVE,IGHD,0.13829787234042554
S00053-Ja003,B.INT,IGHD,0.14285714285714285
S00053-Ja003,B.MEM,IGHD,0
S00053-Ja003,PB,IGHD,0.08433734939759036
S00054-Ja001,B.NAIVE,IGHD,0.16260162601626016
S00054-Ja001,B.INT,IGHD,0.1935483870967742
S00054-Ja001,B.MEM,IGHD,0
S00054-Ja001,PB,IGHD,0
S00056-Ja003,B.NAIVE,IGHD,0.22699386503067484
S00056-Ja003,B.INT,IGHD,0.136986301369863
S00056-Ja003,B.MEM,IGHD,0.14705882352941177
S00056-Ja003,PB,IGHD,0
S00057-Ja003,B.NAIVE,IGHD,0.20588235294117646
S00057-Ja003,B.INT,IGHD,0.11290322580645161
S00057-Ja003,B.MEM,IGHD,0
S00057-Ja003,PB,IGHD,0
S00058-Ja003,B.NAIVE,IGHD,0.17266187050359713
S00058-Ja003,B.INT,IGHD,0.08695652173913043
S00058-Ja003,B.MEM,IGHD,0
S00058-Ja003,PB,IGHD,0
S00059-Ja001,B.NAIVE,IGHD,0.12893982808022922
S00059-Ja001,B.INT,IGHD,0.13178294573643412
S00059-Ja001,B.MEM,IGHD,0.12
S00059-Ja001,PB,IGHD,0
S00060-Ja005,B.NAIVE,IGHD,0.2
S00060-Ja005,B.INT,IGHD,0.05
S00060-Ja005,B.MEM,IGHD,0.03333333333333333
S00060-Ja005,PB,IGHD,0
S00061-Ja003,B.NAIVE,IGHD,0.248
S00061-Ja003,B.INT,IGHD,0.09803921568627451
S00061-Ja003,B.MEM,IGHD,0.05263157894736842
S00061-Ja003,PB,IGHD,0.047619047619047616
S00063-Ja003,B.NAIVE,IGHD,0.30357142857142855
S00063-Ja003,B.INT,IGHD,0.038461538461538464
S00063-Ja003,B.MEM,IGHD,0.038461538461538464
S00063-Ja003,PB,IGHD,0
S00064-Ja005,B.NAIVE,IGHD,0.14864864864864866
S00064-Ja005,B.INT,IGHD,0.125
S00064-Ja005,B.MEM,IGHD,0
S00064-Ja005,PB,IGHD,0.009523809523809525
S00065-Ja003,B.NAIVE,IGHD,0.23756906077348067
S00065-Ja003,B.INT,IGHD,0.09090909090909091
S00065-Ja003,B.MEM,IGHD,0.023809523809523808
S00065-Ja003,PB,IGHD,0
S00067-Ja001,B.NAIVE,IGHD,0.0851063829787234
S00067-Ja001,B.INT,IGHD,0.06896551724137931
S00067-Ja001,B.MEM,IGHD,0.027777777777777776
S00067-Ja001,PB,IGHD,0
S00068-Ja005,B.NAIVE,IGHD,0.32
S00068-Ja005,B.INT,IGHD,0.16666666666666666
S00068-Ja005,B.MEM,IGHD,0.06451612903225806
S00068-Ja005,PB,IGHD,0.005649717514124294
S00069-Ja005,B.NAIVE,IGHD,0.07216494845360824
S00069-Ja005,B.INT,IGHD,0.03389830508474576
S00069-Ja005,B.MEM,IGHD,0.05
S00069-Ja005,PB,IGHD,0
S00076-Ja001,B.NAIVE,IGHD,0.07373271889400922
S00076-Ja001,B.INT,IGHD,0.05714285714285714
S00076-Ja001,B.MEM,IGHD,0.0125
S00076-Ja001,PB,IGHD,0
S00077-Ja005,B.NAIVE,IGHD,0.2978723404255319
S00077-Ja005,B.INT,IGHD,0.09090909090909091
S00077-Ja005,B.MEM,IGHD,0
S00077-Ja005,PB,IGHD,0.1111111111111111
S00078-Ja003,B.NAIVE,IGHD,0.2358490566037736
S00078-Ja003,B.INT,IGHD,0.10126582278481013
S00078-Ja003,B.MEM,IGHD,0.011235955056179775
S00078-Ja003,PB,IGHD,0
S00094-Ja005,B.NAIVE,IGHD,0.125
S00094-Ja005,B.INT,IGHD,0.061224489795918366
S00094-Ja005,B.MEM,IGHD,0.012345679012345678
S00094-Ja005,PB,IGHD,0
S00095-Ja005,B.NAIVE,IGHD,0.22
S00095-Ja005,B.INT,IGHD,0
S00095-Ja005,B.MEM,IGHD,0.0392156862745098
S00095-Ja005,PB,IGHD,0.030303030303030304
S00099-Ja005,B.NAIVE,IGHD,0.2857142857142857
S00099-Ja005,B.INT,IGHD,0.25
S00099-Ja005,B.MEM,IGHD,0.3333333333333333
S00099-Ja005,PB,IGHD,0.038461538461538464
S00104-Ja003,B.NAIVE,IGHD,0.14775725593667546
S00104-Ja003,B.INT,IGHD,0.11392405063291139
S00104-Ja003,B.MEM,IGHD,0.025
S00104-Ja003,PB,IGHD,0
S00106-Ja003,B.NAIVE,IGHD,0.1476510067114094
S00106-Ja003,B.INT,IGHD,0.13157894736842105
S00106-Ja003,B.MEM,IGHD,0.06666666666666667
S00106-Ja003,PB,IGHD,0
S00109-Ja005,B.NAIVE,IGHD,0.08108108108108109
S00109-Ja005,B.INT,IGHD,0.061224489795918366
S00109-Ja005,B.MEM,IGHD,0
S00109-Ja005,PB,IGHD,0
S00112-Ja003,B.NAIVE,IGHD,0.24421965317919075
S00112-Ja003,B.INT,IGHD,0.23788546255506607
S00112-Ja003,B.MEM,IGHD,0.05102040816326531
S00112-Ja003,PB,IGHD,0.009852216748768473
S00113-Ja005,B.NAIVE,IGHD,0.072
S00113-Ja005,B.INT,IGHD,0.043478260869565216
S00113-Ja005,B.MEM,IGHD,0.037037037037037035
S00113-Ja005,PB,IGHD,0
S00114-Ja003,B.NAIVE,IGHD,0.10344827586206896
S00114-Ja003,B.INT,IGHD,0.058823529411764705
S00114-Ja003,B.MEM,IGHD,0.037037037037037035
S00114-Ja003,PB,IGHD,0
S00124-Ja005,B.NAIVE,IGHD,0.07633587786259542
S00124-Ja005,B.INT,IGHD,0.0625
S00124-Ja005,B.MEM,IGHD,0.023809523809523808
S00124-Ja005,PB,IGHD,0
S00126-Ja003,B.NAIVE,IGHD,0.10638297872340426
S00126-Ja003,B.INT,IGHD,0.07692307692307693
S00126-Ja003,B.MEM,IGHD,0
S00126-Ja003,PB,IGHD,0
S00134-Ja003,B.NAIVE,IGHD,0.047619047619047616
S00134-Ja003,B.INT,IGHD,0.0625
S00134-Ja003,B.MEM,IGHD,0
S00134-Ja003,PB,IGHD,0.008064516129032258
S00148-Ja003,B.NAIVE,IGHD,0.17676767676767677
S00148-Ja003,B.INT,IGHD,0.03333333333333333
S00148-Ja003,B.MEM,IGHD,0
S00148-Ja003,PB,IGHD,0
G05061-Ja005,B.NAIVE,IGHE,0
G05061-Ja005,B.INT,IGHE,0
G05061-Ja005,B.MEM,IGHE,0
G05061-Ja005,PB,IGHE,0
G05064-Ja005,B.NAIVE,IGHE,0
G05064-Ja005,B.INT,IGHE,0
G05064-Ja005,B.MEM,IGHE,0
G05064-Ja005,PB,IGHE,0
G05073-Ja005,B.NAIVE,IGHE,0
G05073-Ja005,B.INT,IGHE,0
G05073-Ja005,B.MEM,IGHE,0
G05073-Ja005,PB,IGHE,0
G05077-Ja005,B.NAIVE,IGHE,0
G05077-Ja005,B.INT,IGHE,0
G05077-Ja005,B.MEM,IGHE,0
G05077-Ja005,PB,IGHE,0
G05078-Ja005,B.NAIVE,IGHE,0
G05078-Ja005,B.INT,IGHE,0
G05078-Ja005,B.MEM,IGHE,0
G05078-Ja005,PB,IGHE,0
G05097-Ja005,B.NAIVE,IGHE,0
G05097-Ja005,B.INT,IGHE,0
G05097-Ja005,B.MEM,IGHE,0
G05097-Ja005,PB,IGHE,0
G05105-Ja005,B.NAIVE,IGHE,0
G05105-Ja005,B.INT,IGHE,0
G05105-Ja005,B.MEM,IGHE,0
G05105-Ja005,PB,IGHE,0
G05112-Ja005,B.NAIVE,IGHE,0
G05112-Ja005,B.INT,IGHE,0
G05112-Ja005,B.MEM,IGHE,0
G05112-Ja005,PB,IGHE,0
G05145-Ja005,B.NAIVE,IGHE,0
G05145-Ja005,B.INT,IGHE,0
G05145-Ja005,B.MEM,IGHE,0
G05145-Ja005,PB,IGHE,0
G05153-Ja005,B.NAIVE,IGHE,0
G05153-Ja005,B.INT,IGHE,0
G05153-Ja005,B.MEM,IGHE,0
G05153-Ja005,PB,IGHE,0
G05164-Ja005,B.NAIVE,IGHE,0
G05164-Ja005,B.INT,IGHE,0
G05164-Ja005,B.MEM,IGHE,0
G05164-Ja005,PB,IGHE,0
